partner_display_label_id,partner_name_display_alias_machine,official_mechanism_code,official_mechanism_label,source_row_count,raw_source_literal_variant_count,department_count,department_names,issue_field_codes,source_row_numbers,edge_semantics,identity_status,human_gate,interpretation_limit
S002PL159,沖縄県原爆被爆者協議会,4,補助,1,1,1,保健医療介護部,1,251,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL167,公益財団法人沖縄県老人クラブ連合会,4,補助,1,1,1,保健医療介護部,1,271,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL197,公益財団法人沖縄県農業振興公社,4,補助,2,1,1,農林水産部,5;17,336;337,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL207,公益社団法人沖縄県シルバー人材センター連合,4,補助,1,1,1,商工労働部,17,353,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL217,一般社団法人OTTOP,4,補助,2,1,1,文化観光スポーツ部,4,375;377,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL222,Maeda Lacquer Project(漆工房・前田貝揃案),4,補助,1,1,1,文化観光スポーツ部,6,387,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL223,沖縄芝居研究会,4,補助,1,1,1,文化観光スポーツ部,6,388,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL224,仲尾次区,4,補助,1,1,1,文化観光スポーツ部,6,389,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL225,一般社団法人ビューローダンケ,4,補助,1,1,1,文化観光スポーツ部,6,390,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL226,演劇ユニット多々ら,4,補助,1,1,1,文化観光スポーツ部,6,391,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL227,2.24音楽祭実行委員会,4,補助,1,1,1,文化観光スポーツ部,6,392,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL228,一般社団法人UNIVA,4,補助,1,1,1,文化観光スポーツ部,6,393,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL229,沖縄ファミリーヒストリープロジェクト実行委員会,4,補助,1,1,1,文化観光スポーツ部,6,394,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL230,「沖縄戦と平和劇」実行委員会,4,補助,1,1,1,文化観光スポーツ部,6,395,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL231,特定非営利活動法人来間島大学まなびやー,4,補助,1,1,1,文化観光スポーツ部,6,396,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL232,崎枝公民館,4,補助,1,1,1,文化観光スポーツ部,6,397,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL233,With Artうらそえを考える会,4,補助,1,1,1,文化観光スポーツ部,6,398,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL234,あなたの沖縄,4,補助,1,1,1,文化観光スポーツ部,6,399,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL235,琉球薬草探究会,4,補助,1,1,1,文化観光スポーツ部,6,400,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL236,NPO法人沖縄県沖縄語普及協議会,4,補助,1,1,1,文化観光スポーツ部,6,401,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL237,しまくとぅばプロジェクト,4,補助,1,1,1,文化観光スポーツ部,6,402,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL238,NPO法人たのしい教育研究所,4,補助,1,1,1,文化観光スポーツ部,6,403,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL239,特定非営利法人Okinawa Hands-On NPO,4,補助,1,1,1,文化観光スポーツ部,6,404,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL240,浦添市古典芸能琉球舞踊協会,4,補助,1,1,1,文化観光スポーツ部,6,405,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL241,Kilua Hula Studio,4,補助,1,1,1,文化観光スポーツ部,6,406,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL242,みゃーくふつの会,4,補助,1,1,1,文化観光スポーツ部,6,407,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL245,一般社団法人沖縄伝統空手道振興会,4,補助,1,1,1,文化観光スポーツ部,6,412,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL253,公益財団法人沖縄県スポーツ協会,4,補助,1,1,1,文化観光スポーツ部,6,430,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL261,(公財)沖縄県国際交流・人材育成財団,4,補助,1,1,1,文化観光スポーツ部,11,437,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL297,公益財団法人沖縄県国際交流・人材育成財団,4,補助,1,1,1,教育庁,13,517,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL300,一般社団法人沖縄県女性連合会,4,補助,2,1,1,教育庁,2,520;531,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL308,沖縄県ユネスコ協会,4,補助,1,1,1,教育庁,3,551,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL311,一般社団法人沖縄県PTA連合会,4,補助,1,1,1,教育庁,13,535,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL313,一般社団法人ガールスカウト沖縄県連盟,4,補助,1,1,1,教育庁,13,536,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL316,沖縄県高等学校PTA連合会,4,補助,1,1,1,教育庁,2,539,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL019,公益社団法人沖縄県不動産鑑定士協会,5,共催,2,1,1,企画部,16,24;25,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL020,公益財団法人沖縄県建設技術センター,5,共催,3,1,1,土木建築部,3;9;14,455;456;457,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL036,動物愛護推進プロジェクト実行委員会,5,共催,1,1,1,環境部,7,50,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL037,沖縄県獣医師会,5,共催,1,1,1,環境部,7,51,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL077,国立大学法人琉球大学,5,共催,1,1,1,教育庁,2,544,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL089,公益社団法人沖縄被害者支援ゆいセンター,5,共催,2,1,2,生活福祉部;警察本部,9,140;601,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL090,沖縄県計量協会,5,共催,1,1,1,生活福祉部,18,142,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL123,公益社団法人沖縄県小児保健協会,5,共催,1,1,1,こども未来部,1,194,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL124,公益社団法人母子保健推進会議沖縄県母子保健推進員連絡協議会,5,共催,1,1,1,こども未来部,1,195,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL133,一般社団法人沖縄県医師会,5,共催,2,2,1,保健医療介護部,1,258;299,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL140,一般社団法人沖縄県薬剤師会,5,共催,1,1,1,教育庁,13,590,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL162,一般社団法人沖縄県歯科医師会,5,共催,1,1,1,保健医療介護部,1,259,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL213,沖縄県工業教育研究会,5,共催,1,1,1,商工労働部,15,369,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL244,公益財団法人国立劇場おきなわ運営財団,5,共催,1,1,1,教育庁,2,561,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL303,公益社団法人沖縄県青少年育成県民会議,5,共催,4,1,2,教育庁;警察本部,13,524;557;606;607,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL355,(公財)沖縄県学校給食会,5,共催,1,1,1,教育庁,13,597,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL358,御万人すりてぃクリーン・グリーン・グレイシャス(CGG)運動沖縄県実行委員会,5,共催,1,1,1,警察本部,13,605,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL019,公益社団法人沖縄県不動産鑑定士協会,6,後援,1,1,1,企画部,16,23,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL046,社会福祉法人沖縄県社会福祉協議会,6,後援,1,1,1,教育庁,2,521,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL129,NPO法人レインボーハートokinawa,6,後援,1,1,1,教育庁,13,591,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL185,一般社団法人沖縄ダルクサントゥアリオ,6,後援,1,1,1,保健医療介護部,19,302,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL212,一般社団法人沖縄県溶接協会,6,後援,1,1,1,商工労働部,16,367,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL246,沖縄県特別支援学校卒業生保護者連絡協議会,6,後援,1,1,1,文化観光スポーツ部,6,419,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL247,国際沖縄剛柔流空手道連盟,6,後援,1,1,1,文化観光スポーツ部,6,420,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL248,一般社団法人劉衛流龍鳳会,6,後援,1,1,1,文化観光スポーツ部,6,421,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL249,沖縄県空手道連盟,6,後援,2,1,1,文化観光スポーツ部,6,422;424,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL250,沖縄県空手道連合会,6,後援,1,1,1,文化観光スポーツ部,6,423,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL251,国立大学法人琉球大学地域連携推進機構,6,後援,1,1,1,文化観光スポーツ部,6,425,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL294,NPO法人メンタルぷらす協会Reforest,6,後援,1,1,1,教育庁,13,514,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL295,一般社団法人ホワイトボード,6,後援,1,1,1,教育庁,13,515,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL296,NPO法人教育の杜,6,後援,1,1,1,教育庁,13,516,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL298,一般財団法人ざぶん環境・文化プロジェクト,6,後援,1,1,1,教育庁,13,518,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL299,沖縄タイムス社、沖縄民踊研究会,6,後援,1,1,1,教育庁,6,519,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL301,全日本合唱連盟九州支部,6,後援,1,1,1,教育庁,2,522,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL302,国頭地区PTA連合会,6,後援,1,1,1,教育庁,13,523,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL304,日本青年団協議会,6,後援,1,1,1,教育庁,13,525,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL305,沖縄県豆記者交歓会,6,後援,1,1,1,教育庁,13,526,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL306,(公財)沖縄県老人クラブ連合会,6,後援,1,1,1,教育庁,13,527,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL307,沖縄県小売酒販組合,6,後援,1,1,1,教育庁,13,528,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL308,沖縄県ユネスコ協会,6,後援,3,1,1,教育庁,10;11;13,529;545;548,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL309,島尻地区青少年の育成会議,6,後援,1,1,1,教育庁,13,530,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL310,豊見城市子ども会育成連絡協議会,6,後援,1,1,1,教育庁,13,532,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL311,一般社団法人沖縄県PTA連合会,6,後援,2,2,1,教育庁,2,533;550,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL312,公益社団法人全国子ども会連合会,6,後援,1,1,1,教育庁,13,534,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL314,一般社団法人民族衣裳文化普及協会,6,後援,1,1,1,教育庁,6,537,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL315,社会福祉法人沖縄県共同募金会,6,後援,2,1,1,教育庁,4,538;540,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL316,沖縄県高等学校PTA連合会,6,後援,1,1,1,教育庁,13,552,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL317,やいまSDGsシンポジウム実行委員会,6,後援,1,1,1,教育庁,8,541,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL318,公益財団法人日本習字教育財団,6,後援,1,1,1,教育庁,2,542,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL319,トーキョーコーヒー,6,後援,1,1,1,教育庁,2,543,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL320,子どもお仕事未来体験青年部実行委員会,6,後援,1,1,1,教育庁,2,546,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL321,(一社)沖縄県女性連合会,6,後援,1,1,1,教育庁,2,547,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL322,クラフトフェア沖縄実行委員,6,後援,2,1,1,教育庁,6,549;556,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL324,全沖縄おかあさんコーラス連盟,6,後援,1,1,1,教育庁,2,555,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL327,NPO法人響愛学園パラ・アーティスト・マネージメント協会,6,後援,1,1,1,教育庁,2,560,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL338,一般社団法人エーシーオー沖縄,6,後援,1,1,1,教育庁,13,574,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
S002PL339,一般社団法人トコイリヤ・ソサエティー,6,後援,1,1,1,教育庁,13,575,source_label_x_official_mechanism_cooccurrence,machine_display_alias_only_not_actor_identity,none_for_source_label_aggregation__HR032_only_for_identity_or_member_crosswalk,"Bimode edge is an aggregation of official table rows, not an approved actor-resource relation."
