anchor_id,work_package,case_id,metric,level,period_start,period_end,period_semantics,value,value_text,unit,currency,definition,denominator_id,source_receipt_ids,exact_locator,anchor_status,observed_local,gap_type,null_model,allowed_claim,prohibited_inference,review_status,package_scope,frontend_eligibility,central_writeback
W2C-A031,W2-C,frf_system_scale,reclamation_related_cost_estimate,Futenma Replacement Facility project,2019-12,2019-12,rounded component subtotal in project-change materials,720000000000,"about JPY 720bn (7,200亿)",currency,JPY,Estimated reclamation-related cost within the JPY 930bn overall estimate,,W2C-SR013,"SR013 PDF p.4, financial-plan reference",official_rounded_subtotal,yes,rounded_subtotal_does_not_equal_exact_sum_of_components,none,The change-application overview describes about JPY 720bn of the total as reclamation-related.,Do not add this subtotal to its component rows or expect rounded components to reconcile exactly.,ai_seeded,research_only,not_frontend_ready,no
W2C-A032,W2-C,frf_system_scale,security_cost_increase_factor,Futenma Replacement Facility project,2019-12,2019-12,rounded main increase factor,170000000000,"about JPY 170bn (1,700亿)",currency,JPY,Security cost identified as a main increase factor,,W2C-SR013,"SR013 PDF p.4, main increase factors",official_rounded_factor,yes,overlap_with_project_categories_not_resolved,none,The official overview identifies about JPY 170bn for security as a main increase factor.,Do not add this factor to the JPY 930bn total or detailed categories as a separate non-overlapping component.,ai_seeded,research_only,not_frontend_ready,no
W2C-A033,W2-C,frf_system_scale,ground_improvement_cost_increase_factor,Futenma Replacement Facility project,2019-12,2019-12,rounded main increase factor,100000000000,"about JPY 100bn (1,000亿)",currency,JPY,Ground-improvement cost identified as a main increase factor,,W2C-SR013,"SR013 PDF p.4, main increase factors",official_rounded_factor,yes,overlap_with_project_categories_not_resolved,none,The official overview identifies about JPY 100bn for ground improvement as a main increase factor.,Do not add this factor to the JPY 930bn total or detailed categories as a separate non-overlapping component.,ai_seeded,research_only,not_frontend_ready,no
W2C-A034,W2-C,frf_system_scale,environmental_measures_cost_estimate,Futenma Replacement Facility project,2019-12,2019-12,rounded component estimate,70000000000,about JPY 70bn (700亿),currency,JPY,Environmental conservation measures and related expenses within the JPY 930bn estimate,,W2C-SR012;W2C-SR013,SR012 Q5 cost table; SR013 PDF p.4 breakdown,official_rounded_component,yes,rounded_component,none,The published breakdown assigns about JPY 70bn to environmental measures and related expenses.,Do not interpret the category as NGO funding or as evidence of environmental effectiveness.,ai_seeded,research_only,not_frontend_ready,no
W2C-A035,W2-C,frf_system_scale,temporary_works_cost_estimate,Futenma Replacement Facility project,2019-12,2019-12,rounded component estimate,200000000000,"about JPY 200bn (2,000亿)",currency,JPY,Temporary works within reclamation-related expenses,,W2C-SR012;W2C-SR013,SR012 Q5 cost table; SR013 PDF p.4 breakdown,official_rounded_component,yes,rounded_component,none,The published breakdown assigns about JPY 200bn to temporary works.,Do not treat a rounded estimate as expenditure or a contract award.,ai_seeded,research_only,not_frontend_ready,no
W2C-A036,W2-C,frf_system_scale,seawall_works_cost_estimate,Futenma Replacement Facility project,2019-12,2019-12,rounded component estimate,150000000000,"about JPY 150bn (1,500亿)",currency,JPY,Seawall works within reclamation-related expenses,,W2C-SR012;W2C-SR013,SR012 Q5 cost table; SR013 PDF p.4 breakdown,official_rounded_component,yes,rounded_component,none,The published breakdown assigns about JPY 150bn to seawall works.,Do not treat a rounded estimate as expenditure or a contract award.,ai_seeded,research_only,not_frontend_ready,no
W2C-A037,W2-C,frf_system_scale,reclamation_works_cost_estimate,Futenma Replacement Facility project,2019-12,2019-12,rounded component estimate,360000000000,"about JPY 360bn (3,600亿)",currency,JPY,Reclamation works within reclamation-related expenses,,W2C-SR012;W2C-SR013,SR012 Q5 cost table; SR013 PDF p.4 breakdown,official_rounded_component,yes,rounded_component,none,The published breakdown assigns about JPY 360bn to reclamation works.,Do not treat a rounded estimate as expenditure or a contract award.,ai_seeded,research_only,not_frontend_ready,no
W2C-A038,W2-C,frf_system_scale,ancillary_works_cost_estimate,Futenma Replacement Facility project,2019-12,2019-12,rounded component estimate,12500000000,about JPY 12.5bn (125亿),currency,JPY,Ancillary works within reclamation-related expenses,,W2C-SR012;W2C-SR013,SR012 Q5 cost table; SR013 PDF p.4 breakdown,official_rounded_component,yes,rounded_component,none,The published breakdown assigns about JPY 12.5bn to ancillary works.,Do not treat a rounded estimate as expenditure or a contract award.,ai_seeded,research_only,not_frontend_ready,no
W2C-A039,W2-C,frf_system_scale,airfield_facilities_cost_estimate,Futenma Replacement Facility project,2019-12,2019-12,rounded component estimate,62500000000,about JPY 62.5bn (625亿),currency,JPY,Airfield-facility construction within the JPY 930bn estimate,,W2C-SR012;W2C-SR013,SR012 Q5 cost table; SR013 PDF p.4 breakdown,official_rounded_component,yes,rounded_component,none,The published breakdown assigns about JPY 62.5bn to airfield-facility construction.,Do not treat a rounded estimate as expenditure or a contract award.,ai_seeded,research_only,not_frontend_ready,no
W2C-A040,W2-C,frf_system_scale,camp_schwab_reorganization_cost_estimate,Futenma Replacement Facility project,2019-12,2019-12,rounded component estimate,75000000000,about JPY 75bn (750亿),currency,JPY,Camp Schwab reorganization works within the JPY 930bn estimate,,W2C-SR012;W2C-SR013,SR012 Q5 cost table; SR013 PDF p.4 breakdown,official_rounded_component,yes,rounded_component,none,The published breakdown assigns about JPY 75bn to Camp Schwab reorganization works.,Do not treat a rounded estimate as expenditure or a contract award.,ai_seeded,research_only,not_frontend_ready,no
W2C-A041,W2-C,frf_system_scale,cumulative_spent_amount_reporter_premise,Futenma Replacement Facility-related projects,,2025-03-31,reporter's statement of cumulative amount through FY2024,648300000000,"about JPY 648.3bn (6,483亿)",currency,JPY,Amount stated by a reporter in a ministerial press-conference question; not repeated or confirmed by the minister's answer,,W2C-SR014,"SR014 first Q&A, reporter paragraph",reporter_premise_unclosed,partial,underlying_official_spending_table_not_identified,none,A 2025 press-conference question stated about JPY 648.3bn spent through FY2024.,Do not call JPY 648.3bn a Ministry-confirmed cumulative expenditure anchor until an official table closes the figure.,ai_seeded,research_only,not_frontend_ready,no
W2C-A042,W2-C,frf_system_scale,annual_contract_basis,Futenma relocation budget line,2024-04-01,2025-03-31,FY2024 government budget proposal; contract basis,161400000000,"JPY 161.4bn (1,614亿)",currency,JPY,Upper angle-bracket value for Futenma Air Station relocation in the FY2024 Okinawa realignment table,,W2C-SR015,"SR015 PDF p.4, row 普天間飛行場の移設; note 1",official_annual_contract_basis_line,yes,contract_basis_not_cumulative_outturn,none,The FY2024 table reports JPY 161.4bn on a contract basis for the Futenma relocation line.,"Do not add to the budget-basis value as though they were separate spending streams, or call it cumulative expenditure.",ai_seeded,research_only,not_frontend_ready,no
W2C-A043,W2-C,frf_system_scale,annual_budget_basis,Futenma relocation budget line,2024-04-01,2025-03-31,FY2024 government budget proposal; budget basis,72600000000,JPY 72.6bn (726亿),currency,JPY,Budget-basis value for Futenma Air Station relocation in the FY2024 Okinawa realignment table,,W2C-SR015,"SR015 PDF p.4, row 普天間飛行場の移設",official_annual_budget_line,yes,budget_proposal_not_cumulative_outturn,none,The FY2024 table reports JPY 72.6bn on a budget basis for the Futenma relocation line.,Do not add to the contract-basis value or treat it as a cumulative project-spending total.,ai_seeded,research_only,not_frontend_ready,no
W2C-A044,W2-C,frf_system_scale,annual_contract_basis,Futenma relocation budget line,2025-04-01,2026-03-31,FY2025 government budget proposal; contract basis,200600000000,"JPY 200.6bn (2,006亿)",currency,JPY,Upper angle-bracket value for Futenma Air Station relocation in the FY2025 Okinawa realignment table,,W2C-SR016,"SR016 PDF p.4, row 普天間飛行場の移設; note 1",official_annual_contract_basis_line,yes,contract_basis_not_cumulative_outturn,none,The FY2025 table reports JPY 200.6bn on a contract basis for the Futenma relocation line.,"Do not add to the budget-basis value as though they were separate spending streams, or call it cumulative expenditure.",ai_seeded,research_only,not_frontend_ready,no
W2C-A045,W2-C,frf_system_scale,annual_budget_basis,Futenma relocation budget line,2025-04-01,2026-03-31,FY2025 government budget proposal; budget basis,72500000000,JPY 72.5bn (725亿),currency,JPY,Budget-basis value for Futenma Air Station relocation in the FY2025 Okinawa realignment table,,W2C-SR016,"SR016 PDF p.4, row 普天間飛行場の移設",official_annual_budget_line,yes,budget_proposal_not_cumulative_outturn,none,The FY2025 table reports JPY 72.5bn on a budget basis for the Futenma relocation line.,Do not add to the contract-basis value or treat it as a cumulative project-spending total.,ai_seeded,research_only,not_frontend_ready,no
W2C-A046,W2-C,frf_system_scale,contract_level_publication_entrypoint,Okinawa Defense Bureau,,,current procurement index observed 2026-08-22,,monthly contract/publication index available,availability,,Official public index for works and goods/services contracts by fiscal year and month,,W2C-SR017,SR017 procurement information index,official_source_entrypoint_not_total,yes,project_crosswalk_and_deduplication_required,no_total_null_model,Contract-level public records are available as inputs for a later spending reconstruction.,"Do not treat the index as a cumulative FRF total or sum records without project crosswalk, period alignment and de-duplication.",ai_seeded,research_only,not_frontend_ready,no
