edge_id,actor_id,actor_name,actor_class,analysis_family_v1,origin_type,issue_id,issue_label,issue_group,relation_basis_original,temporal_scope_v1,temporal_scope_rule,source_ref,evidence_level,review_status,review_layer,analysis_inclusion,analysis_exclusion_reason,conclusion_eligibility,notes,interpretation_limit
AI221,A111,沖縄県女性団体連絡協議会,womens_organization,女性／人权／社区,okinawa_local,I001,anti_base,base_politics,Dated base-removal and U.S.-military accountability mobilization,event_specific,human-reviewed scope_kind from central actor-issue edge,S200;S201,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-013 human-approved actor-issue observation; dated mobilization does not imply a stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI222,A111,沖縄県女性団体連絡協議会,womens_organization,女性／人权／社区,okinawa_local,I023,human_rights,peace_human_rights,2024 mobilization framed U.S.-military sexual violence as a rights and accountability issue,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S200;S201,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-013 human-approved actor-issue observation; dated mobilization does not imply a stable inter-organizational alliance.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI223,A112,宮古島地下水研究会,citizen_group,冲绳本地公民行动,okinawa_local,I006,groundwater,life_safety,宮古島地下水研究会—groundwater 表示该会持续从事宫古岛地下水研究、监测、水源保护区域与条例／行政倡议。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S269;S270;S271,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-027 accepted the registry issue_tags field; this edge-level formulation remains a candidate and is not publication-approved. Apply the actor notes' no-causality/no-alliance boundary. HR-035 Batch 2 principal-confirmed factual review (HR035-B02-AI223).,actor--issue evidence only; does not establish stable inter-organizational alliance
AI224,A112,宮古島地下水研究会,citizen_group,冲绳本地公民行动,okinawa_local,I008,health_risk,life_safety,Public risk framing around substances that could affect drinking-water sources,organizational_positioning,mission/purpose/sustained-role marker,S269;S270,E4,ai_seeded,candidate,active,,candidate_or_clue,HR-027 accepted the registry issue_tags field; this edge-level formulation remains a candidate and is not publication-approved. Apply the actor notes' no-causality/no-alliance boundary.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI225,A112,宮古島地下水研究会,citizen_group,冲绳本地公民行动,okinawa_local,I007,life_safety,life_safety,宮古島地下水研究会—life_safety 表示其把地下水作为饮用水源与“命之水”进行保护，并将水源安全纳入组织倡议。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S270;S271,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-027 accepted the registry issue_tags field; this edge-level formulation remains a candidate and is not publication-approved. Apply the actor notes' no-causality/no-alliance boundary. HR-035 Batch 2 principal-confirmed factual review (HR035-B02-AI225).,actor--issue evidence only; does not establish stable inter-organizational alliance
AI226,A112,宮古島地下水研究会,citizen_group,冲绳本地公民行动,okinawa_local,I020,environment,environment,宮古島地下水研究会—environment 表示其持续开展地下水保全、井泉／水源调查、污染预防及与珊瑚礁生态相连的环境倡议。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S158;S204;S270,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-027 accepted the registry issue_tags field; this edge-level formulation remains a candidate and is not publication-approved. Apply the actor notes' no-causality/no-alliance boundary. HR-035 Batch 2 principal-confirmed factual review (HR035-B02-AI226).,actor--issue evidence only; does not establish stable inter-organizational alliance
AI227,A113,宜野湾ちゅら水会,citizen_group,冲绳本地公民行动,okinawa_local,I006,groundwater,life_safety,PFAS sampling and groundwater investigation requests in Ginowan/Futenma,event_specific,explicit statement/signatory/request/action marker,S273;S274;S276;S277,E4,ai_seeded,candidate,active,,candidate_or_clue,HR-027 accepted the registry issue_tags field; this edge-level formulation remains a candidate and is not publication-approved. Apply the actor notes' no-causality/no-alliance boundary.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI228,A113,宜野湾ちゅら水会,citizen_group,冲绳本地公民行动,okinawa_local,I008,health_risk,life_safety,Requests for exposure/health investigation and bounded PFAS risk communication,event_specific,explicit statement/signatory/request/action marker,S273;S276,E4,ai_seeded,candidate,active,,candidate_or_clue,HR-027 accepted the registry issue_tags field; this edge-level formulation remains a candidate and is not publication-approved. Apply the actor notes' no-causality/no-alliance boundary.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI229,A113,宜野湾ちゅら水会,citizen_group,冲绳本地公民行动,okinawa_local,I007,life_safety,life_safety,Resident-led sampling and requests concerning school/community safety,event_specific,explicit statement/signatory/request/action marker,S274;S275;S278,E4,ai_seeded,candidate,active,,candidate_or_clue,HR-027 accepted the registry issue_tags field; this edge-level formulation remains a candidate and is not publication-approved. Apply the actor notes' no-causality/no-alliance boundary.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI230,A113,宜野湾ちゅら水会,citizen_group,冲绳本地公民行动,okinawa_local,I020,environment,environment,PFAS contamination monitoring and administrative requests,event_specific,explicit statement/signatory/request/action marker,S273;S274;S277,E4,ai_seeded,candidate,active,,candidate_or_clue,HR-027 accepted the registry issue_tags field; this edge-level formulation remains a candidate and is not publication-approved. Apply the actor notes' no-causality/no-alliance boundary.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI231,A113,宜野湾ちゅら水会,citizen_group,冲绳本地公民行动,okinawa_local,I011,legal,legal_policy,宜野湾ちゅら水会—legal 当前可冻结到 2022 年 PFAS 血液检查请愿、委员会参考人陈述及相关市议会程序。,institutional_or_case_role,human-reviewed scope_kind from central actor-issue edge,S273;S274,E4,human_revised,human_reviewed,active,,human_reviewed_E3_E4,HR-027 accepted the registry issue_tags field; this edge-level formulation remains a candidate and is not publication-approved. Apply the actor notes' no-causality/no-alliance boundary. HR-035 batch 01 principal-confirmed factual freeze (HR035-B01-AI231).,actor--issue evidence only; does not establish stable inter-organizational alliance
AI232,A114,全日本港湾労働組合沖縄地方本部,labor_union,劳工／教育组织,okinawa_local,I001,anti_base,base_politics,全日本港湾労働組合沖縄地方本部—anti_base 表示该地方本部在 2015 年抗议集会中明确反对边野古新基地，并在 2025 年地方分支报告中记录基地议题现场学习与和平行进参与。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S286;S289,E3,human_revised,human_reviewed,active,,human_reviewed_E3_E4,HR-027 accepted the registry issue_tags field; this edge-level formulation remains a candidate and is not publication-approved. Apply the actor notes' no-causality/no-alliance boundary. HR-035 Batch 2 principal-confirmed factual review (HR035-B02-AI232).,actor--issue evidence only; does not establish stable inter-organizational alliance
AI233,A114,全日本港湾労働組合沖縄地方本部,labor_union,劳工／教育组织,okinawa_local,I002,anti_military,security_politics,全日本港湾労働組合沖縄地方本部—anti_military 仅表示其在 2024 年反对美国海军军舰使用石垣／那霸民用港，并以罢工等方式介入该次港湾军事利用争议。,event_specific,human-reviewed scope_kind from central actor-issue edge,S287;S288,E4,human_revised,human_reviewed,active,,human_reviewed_E3_E4,HR-027 accepted the registry issue_tags field; this edge-level formulation remains a candidate and is not publication-approved. Apply the actor notes' no-causality/no-alliance boundary. HR-035 Batch 2 principal-confirmed factual review (HR035-B02-AI233).,actor--issue evidence only; does not establish stable inter-organizational alliance
AI234,A114,全日本港湾労働組合沖縄地方本部,labor_union,劳工／教育组织,okinawa_local,I019,peace,peace_human_rights,全日本港湾労働組合沖縄地方本部—peace 表示其在 2015 年反安保法案／新基地抗议及 2025 年 5·15 和平行进中有具名参与。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S286;S289,E3,human_revised,human_reviewed,active,,human_reviewed_E3_E4,HR-027 accepted the registry issue_tags field; this edge-level formulation remains a candidate and is not publication-approved. Apply the actor notes' no-causality/no-alliance boundary. HR-035 Batch 2 principal-confirmed factual review (HR035-B02-AI234).,actor--issue evidence only; does not establish stable inter-organizational alliance
AI235,A114,全日本港湾労働組合沖縄地方本部,labor_union,劳工／教育组织,okinawa_local,I007,life_safety,life_safety,Union's stated port-worker occupational-safety framing,organizational_positioning,mission/purpose/sustained-role marker,S287;S288,E4,ai_seeded,candidate,active,,candidate_or_clue,HR-027 accepted the registry issue_tags field; this edge-level formulation remains a candidate and is not publication-approved. Apply the actor notes' no-causality/no-alliance boundary.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI236,A114,全日本港湾労働組合沖縄地方本部,labor_union,劳工／教育组织,okinawa_local,I026,mobilization,collective_action,全日本港湾労働組合沖縄地方本部—mobilization 表示现有材料记录其在 2015、2024、2025 年分别采用抗议集会、港湾罢工和和平行进等行动方式。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S286;S288;S289,E4,human_revised,human_reviewed,active,,human_reviewed_E3_E4,HR-027 accepted the registry issue_tags field; this edge-level formulation remains a candidate and is not publication-approved. Apply the actor notes' no-causality/no-alliance boundary. HR-035 Batch 2 principal-confirmed factual review (HR035-B02-AI236).,actor--issue evidence only; does not establish stable inter-organizational alliance
AI237,A115,新日本婦人の会沖縄県本部,womens_organization,女性／人权／社区,okinawa_local,I022,women,peace_human_rights,新日本婦人の会沖縄県本部—women 表示其作为全国女性会员组织的新日本婦人の会之沖縄县本部，以女性会员和县本部—支部—班结构开展地方活动。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S280;S282;S283,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-027 accepted the registry issue_tags field; this edge-level formulation remains a candidate and is not publication-approved. Apply the actor notes' no-causality/no-alliance boundary. HR-035 Batch 2 principal-confirmed factual review (HR035-B02-AI237).,actor--issue evidence only; does not establish stable inter-organizational alliance
AI238,A115,新日本婦人の会沖縄県本部,womens_organization,女性／人权／社区,okinawa_local,I023,human_rights,peace_human_rights,Dated requests concerning U.S.-military sexual violence,event_specific,explicit statement/signatory/request/action marker,S281;S282,E4,ai_seeded,candidate,active,,candidate_or_clue,HR-027 accepted the registry issue_tags field; this edge-level formulation remains a candidate and is not publication-approved. Apply the actor notes' no-causality/no-alliance boundary.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI239,A115,新日本婦人の会沖縄県本部,womens_organization,女性／人权／社区,okinawa_local,I019,peace,peace_human_rights,Local requests and public action framed through peace and women's rights,event_specific,explicit statement/signatory/request/action marker,S281;S282,E4,ai_seeded,candidate,active,,candidate_or_clue,HR-027 accepted the registry issue_tags field; this edge-level formulation remains a candidate and is not publication-approved. Apply the actor notes' no-causality/no-alliance boundary.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI240,A115,新日本婦人の会沖縄県本部,womens_organization,女性／人权／社区,okinawa_local,I001,anti_base,base_politics,新日本婦人の会沖縄県本部—anti_base 表示其在 2014 年由县本部会员开展反对边野古新基地行动，并在 2018 年由沖縄県本部启动边野古县民投票条例签名动员。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S254;S281;S283,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-027 accepted the registry issue_tags field; this edge-level formulation remains a candidate and is not publication-approved. Apply the actor notes' no-causality/no-alliance boundary. HR-035 Batch 2 principal-confirmed factual review (HR035-B02-AI240).,actor--issue evidence only; does not establish stable inter-organizational alliance
AI241,A115,新日本婦人の会沖縄県本部,womens_organization,女性／人权／社区,okinawa_local,I010,referendum,governance,新日本婦人の会沖縄県本部—referendum 仅表示冲绳县本部在 2018 年启动边野古县民投票条例签名动员。,institutional_or_case_role,human-reviewed scope_kind from central actor-issue edge,S283,E3,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-027 accepted the registry issue_tags field; this edge-level formulation remains a candidate and is not publication-approved. Apply the actor notes' no-causality/no-alliance boundary. HR-035 batch 01 principal-confirmed factual freeze (HR035-B01-AI241).,actor--issue evidence only; does not establish stable inter-organizational alliance
AI242,A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,local_civic_actor,冲绳本地公民行动,okinawa_local,I004,dugong,environment,A076→I004 dugong；仅指其作为具名原告参加冲绳儒艮／栖息地案件,institutional_or_case_role,human-reviewed scope_kind from central actor-issue edge,S093;S060,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-024 case-specific actor-issue mapping. 统一 scope=case、case_id=R8C01、review_status=human_checked；不补组织持续性，不生成联盟、胜诉或工程效果。 Package-local source keys not centralized: EA-S003.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI243,A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,local_civic_actor,冲绳本地公民行动,okinawa_local,I011,legal,legal_policy,A076→I011 legal；仅指通过美国 NHPA／APA 司法程序进入法律路径；不外推其他案件,institutional_or_case_role,human-reviewed scope_kind from central actor-issue edge,S093;S060,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-024 case-specific actor-issue mapping. 统一 scope=case、case_id=R8C01、review_status=human_checked；不补组织持续性，不生成联盟、胜诉或工程效果。,actor--issue evidence only; does not establish stable inter-organizational alliance
AI244,A076,ジュゴン保護基金委員会（Save the Dugong Foundation）,local_civic_actor,冲绳本地公民行动,okinawa_local,I003,Henoko,place_issue,A076→I003 Henoko；仅指该案件以边野古沿岸迁移计划为对象；不证明 A076 在所有时期都有独立边野古现场行动,institutional_or_case_role,human-reviewed scope_kind from central actor-issue edge,S060;S093,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-024 case-specific actor-issue mapping. 统一 scope=case、case_id=R8C01、review_status=human_checked；不补组织持续性，不生成联盟、胜诉或工程效果。,actor--issue evidence only; does not establish stable inter-organizational alliance
AI245,A086,Turtle Island Restoration Network,international_ngo,跨国 NGO／国际倡议,us_origin,I004,dugong,environment,A086→I004 dugong；只确认同案具名原告与冲绳儒艮议题连接,institutional_or_case_role,human-reviewed scope_kind from central actor-issue edge,S229;S060,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-024 case-specific actor-issue mapping. 统一 scope=case、case_id=R8C01、review_status=human_checked；不补组织持续性，不生成联盟、胜诉或工程效果。,actor--issue evidence only; does not establish stable inter-organizational alliance
AI246,A086,Turtle Island Restoration Network,international_ngo,跨国 NGO／国际倡议,us_origin,I011,legal,legal_policy,A086→I011 legal；只确认 NHPA／APA 案件程序；不外推其他冲绳诉讼,institutional_or_case_role,human-reviewed scope_kind from central actor-issue edge,S229;S060,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-024 case-specific actor-issue mapping. 统一 scope=case、case_id=R8C01、review_status=human_checked；不补组织持续性，不生成联盟、胜诉或工程效果。,actor--issue evidence only; does not establish stable inter-organizational alliance
AI247,A086,Turtle Island Restoration Network,international_ngo,跨国 NGO／国际倡议,us_origin,I012,international_advocacy,transnational,A086→I012 international_advocacy；把“跨太平洋法律倡议路径的一环”改成可观察事实：“美国海洋保护组织以具名原告身份参加涉及冲绳儒艮的美国联邦诉讼”；共同诉讼不等于稳定联盟,institutional_or_case_role,human-reviewed scope_kind from central actor-issue edge,S060;S229,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-024 case-specific actor-issue mapping. 统一 scope=case、case_id=R8C01、review_status=human_checked；不补组织持续性，不生成联盟、胜诉或工程效果。,actor--issue evidence only; does not establish stable inter-organizational alliance
AI248,A086,Turtle Island Restoration Network,international_ngo,跨国 NGO／国际倡议,us_origin,I005,biodiversity,environment,A086→I005 biodiversity；写成“案件材料把珊瑚礁、海草床与濒危儒艮栖息地作为案件背景”；不写成 A086 在冲绳另有持续、全面的 biodiversity program,institutional_or_case_role,human-reviewed scope_kind from central actor-issue edge,S060;S228,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-024 case-specific actor-issue mapping. 统一 scope=case、case_id=R8C01、review_status=human_checked；不补组织持续性，不生成联盟、胜诉或工程效果。,actor--issue evidence only; does not establish stable inter-organizational alliance
AI249,A087,NPO法人世界版「平和の礎」を提案する会,local_npo,冲绳本地公民行动,okinawa_local,I019,peace,peace_human_rights,法人定款和自有说明以世界恒久和平的创造为明确目的。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S103;S230,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S007;EA-S008.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI250,A087,NPO法人世界版「平和の礎」を提案する会,local_npo,冲绳本地公民行动,okinawa_local,I025,anti_war,peace_human_rights,法人目的明确包含废除战争与核武器。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S103;S230,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S007;EA-S008.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI251,A087,NPO法人世界版「平和の礎」を提案する会,local_npo,冲绳本地公民行动,okinawa_local,I015,international_cooperation,external_network,法人定款把国际合作与国际相互理解列为活动目的，并计划向世界提出网络纪念项目。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S103;S230,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S007;EA-S008.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI252,A088,特定非営利活動法人沖縄平和協力センター,local_npo,冲绳本地公民行动,okinawa_local,I019,peace,peace_human_rights,JICA官方组织介绍将OPAC界定为以和平为轴、开展和平学习与人才培养的机构。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S231;S232,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S010;EA-S011.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI253,A088,特定非営利活動法人沖縄平和協力センター,local_npo,冲绳本地公民行动,okinawa_local,I015,international_cooperation,external_network,OPAC持续开展国际和平合作，并作为指定团体参与柬埔寨和平博物馆人才培养项目。,institutional_or_case_role,human-reviewed scope_kind from central actor-issue edge,S232;S231,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S011;EA-S010.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI254,A089,沖縄県教職員組合,labor_union,劳工／教育组织,okinawa_local,I019,peace,peace_human_rights,沖教組把和平与民主教育作为持续组织目标。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S105,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S012.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI255,A089,沖縄県教職員組合,labor_union,劳工／教育组织,okinawa_local,I025,anti_war,peace_human_rights,沖教組以“不再把学生送上战场”为基本理念。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S105,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S012.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI256,A090,沖縄県高等学校障害児学校教職員組合,labor_union,劳工／教育组织,okinawa_local,I019,peace,peace_human_rights,高教組官网把和平、人权与环境学习列为活动，并持续参加5·15和平行进。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S106,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S014.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI257,A090,沖縄県高等学校障害児学校教職員組合,labor_union,劳工／教育组织,okinawa_local,I001,anti_base,base_politics,高教組官网将5·15和平行进表述为追求‘没有基地的和平冲绳’的年度活动。,event_specific,human-reviewed scope_kind from central actor-issue edge,S106,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S014.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI258,A091,日本労働組合総連合会沖縄県連合会（連合沖縄）,labor_union,劳工／教育组织,okinawa_local,I023,human_rights,peace_human_rights,连合沖縄在针对驻日美军人员性暴力的正式抗议中明确要求保障县民人权。,event_specific,human-reviewed scope_kind from central actor-issue edge,S108,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S016.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI259,A091,日本労働組合総連合会沖縄県連合会（連合沖縄）,labor_union,劳工／教育组织,okinawa_local,I007,life_safety,life_safety,同一抗议要求让县民安心生活，并把反复发生的事件事故表述为生活安全问题。,event_specific,human-reviewed scope_kind from central actor-issue edge,S108;S234,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S016;EA-S017.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI260,A091,日本労働組合総連合会沖縄県連合会（連合沖縄）,labor_union,劳工／教育组织,okinawa_local,I001,anti_base,base_politics,连合沖縄会长公开提出推动米军基地整理缩小和地位协定修改。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S235;S234,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S018;EA-S017.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI261,A091,日本労働組合総連合会沖縄県連合会（連合沖縄）,labor_union,劳工／教育组织,okinawa_local,I003,Henoko,place_issue,连合沖縄会长在2025年公开提出阻止边野古新基地建设。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S235;S234,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S018;EA-S017.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI262,A091,日本労働組合総連合会沖縄県連合会（連合沖縄）,labor_union,劳工／教育组织,okinawa_local,I019,peace,peace_human_rights,连合沖縄持续主办/参与‘平和行动in沖縄’并开展和平教育路线。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S234,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S017.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI263,A092,沖縄県労働組合総連合,labor_union,劳工／教育组织,okinawa_local,I001,anti_base,base_politics,沖縄県労連的组织原则明确提出撤除基地。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S109,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S019.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI264,A092,沖縄県労働組合総連合,labor_union,劳工／教育组织,okinawa_local,I019,peace,peace_human_rights,沖縄県労連的组织原则明确提出维护和平与民主。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S109,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S019.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI265,A092,沖縄県労働組合総連合,labor_union,劳工／教育组织,okinawa_local,I025,anti_war,peace_human_rights,沖縄県労連明确反对军国主义复活并主张核武器废除。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S109,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S019.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI266,A093,全日本自治団体労働組合沖縄県本部,labor_union,劳工／教育组织,okinawa_local,I003,Henoko,place_issue,自治労沖縄県本部官网连续记录边野古新基地断念请愿与阻止建设集会。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S110,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S021.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI267,A093,全日本自治団体労働組合沖縄県本部,labor_union,劳工／教育组织,okinawa_local,I019,peace,peace_human_rights,自治労沖縄県本部持续记录5·15和平行进与青年女性冲绳和平之旅。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S110,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S021.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI268,A095,止めよう「自衛隊配備」宮古郡民の会,citizen_group,冲绳本地公民行动,okinawa_local,I002,anti_military,security_politics,A095以反对宫古岛自卫队/导弹部队部署为成立目的并正式提交陈情。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S112;S237,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S025;EA-S024.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI269,A095,止めよう「自衛隊配備」宮古郡民の会,citizen_group,冲绳本地公民行动,okinawa_local,I007,life_safety,life_safety,成立会上共同代表把部署与岛民和平生活、成为攻击目标的风险相连。,event_specific,human-reviewed scope_kind from central actor-issue edge,S237,E2,human_checked,human_reviewed,active,,candidate_or_clue,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S024.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI270,A095,止めよう「自衛隊配備」宮古郡民の会,citizen_group,冲绳本地公民行动,okinawa_local,I006,groundwater,life_safety,成立会上共同代表指出拟建基地地点涉及重要水源。,event_specific,human-reviewed scope_kind from central actor-issue edge,S237,E2,human_checked,human_reviewed,active,,candidate_or_clue,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S024.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI271,A095,止めよう「自衛隊配備」宮古郡民の会,citizen_group,冲绳本地公民行动,okinawa_local,I026,mobilization,collective_action,"A095与另一团体提交16,439人反部署署名并宣布继续动员。",event_specific,human-reviewed scope_kind from central actor-issue edge,S238,E2,human_checked,human_reviewed,active,,candidate_or_clue,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S026.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI272,A096,宮古平和運動連絡協議会,citizen_network,冲绳本地公民行动,okinawa_local,I002,anti_military,security_politics,A096以具名请愿者身份正式反对宫古/下地岛自卫队部署。,institutional_or_case_role,human-reviewed scope_kind from central actor-issue edge,S239;S112;S240,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S027;EA-S025;EA-S028.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI273,A096,宮古平和運動連絡協議会,citizen_network,冲绳本地公民行动,okinawa_local,I019,peace,peace_human_rights,A096主办集会并以和平运动框架形成反部署共识。,event_specific,human-reviewed scope_kind from central actor-issue edge,S240,E2,human_checked,human_reviewed,active,,candidate_or_clue,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S028.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI274,A097,宮古島環境クラブ,local_civic_actor,冲绳本地公民行动,okinawa_local,I020,environment,environment,宮古島環境クラブ持续从事自然与环境保全、恢复和环境教育。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S114,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S029.,actor--issue evidence only; does not establish stable inter-organizational alliance
AI275,A097,宮古島環境クラブ,local_civic_actor,冲绳本地公民行动,okinawa_local,I006,groundwater,life_safety,宮古島環境クラブ官网明确列出地下水保全活动。,organizational_positioning,human-reviewed scope_kind from central actor-issue edge,S241,E4,human_checked,human_reviewed,active,,human_reviewed_E3_E4,HR-010 batch 6 principal-confirmed actor--issue edge. Package-local keys: EA-S030.,actor--issue evidence only; does not establish stable inter-organizational alliance
