source_id,source_title,source_type,source_channel_heuristic,source_year_raw,parsed_year_min,parsed_year_max,url_domain,organization_hosted_trace_candidate,official_or_formal_trace_candidate,external_mention_trace_candidate,legal_procedural_trace,title_language_heuristic,case_number_or_legal_title_marker,high_capacity_list_source,archive_status,archive_content_type,source_evidence_level,source_review_status,classification_method,research_status,display_tier,claim_status,review_status,frontend_eligibility,interpretation_limit
S228,Turtle Island Restoration Network Form 990 public disclosure,organization_financial_filing,organization_hosted,2023,2023,2023,seaturtles.org,yes,yes,no,no,likely_english_title,no,no,archived,application/pdf,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S229,"Opening Brief, Center for Biological Diversity et al. v. Esper",party_legal_filing,legal_procedural,2019,2019,2019,seaturtles.org,no,yes,no,yes,likely_english_title,no,no,archived,application/pdf,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S230,概要｜世界版「平和の礎」を提案する会,organization_site,organization_hosted,2025,2025,2025,ishiji.org,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S231,特定非営利活動法人 沖縄平和協力センター（OPAC）,official_jica_partner_page,official_administrative,2022,2022,2022,jica.go.jp,no,yes,no,no,likely_japanese_title,no,no,archived,text/html,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S232,沖縄県の平和希求の心をカンボジアの地雷対策に活かす草の根技術協力,official_jica_project_record,official_administrative,2023,2023,2023,jica.go.jp,no,yes,no,no,likely_japanese_title,no,no,archived,text/html,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S233,各支部｜沖縄県教職員組合,organization_site_subunit_page,organization_hosted,2026,2026,2026,oki-tu.org,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S234,連合2024平和行動in沖縄を開催,organization_action_record,organization_hosted,2024,2024,2024,rengo-okinawa.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S235,連合沖縄2025新春の集いを開催,organization_action_record,organization_hosted,2025,2025,2025,rengo-okinawa.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S236,自治労とは？｜自治労沖縄県本部,organization_site,organization_hosted,2026,2026,2026,jichiro.okinawa,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S237,止めよう「自衛隊配備」―70人の市民結集し結成会,local_newspaper,media,2015,2015,2015,miyakomainichi.com,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E2,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S238,反対派市民が署名提出／陸自配備,local_newspaper,media,2015,2015,2015,miyakomainichi.com,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E2,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S239,宮古島市議会 平成27年6月定例会会議録,official_legislative_record,official_administrative,2015,2015,2015,city.miyakojima.lg.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S240,下地島への自衛隊配備に反対／平和運動連絡協,local_newspaper,media,2011,2011,2011,miyakomainichi.com,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E2,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S241,宮古島環境クラブ（MEC）の活動とは？,organization_site,organization_hosted,2026,2026,2026,npo-mec.net,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S242,法人概要｜宮古島 海の環境ネットワーク,organization_site,organization_hosted,2026,2026,2026,econet.jpn.org,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S243,PFAS血中濃度調査へ 市民連絡会が拡大幹事会,organization_action_record,organization_hosted,2022,2022,2022,darkwater.okinawa,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S244,陸自ミサイル配備計画「反対を」―知事や県議会に要請,main_local_newspaper,media,2024,2024,2024,ryukyushimpo.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E2,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S245,沖縄・琉球弧の声とは,organization_site,organization_hosted,2023,2023,2023,ryukyukohp.jimdofree.com,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S246,第1回連続講座（2023.11.12）,organization_event_record,organization_hosted,2023,2023,2023,ryukyukohp.jimdofree.com,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S247,声明・提言｜沖縄・琉球弧の声を届ける会,organization_statement,organization_hosted,2025,2025,2025,ryukyukohp.jimdofree.com,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S248,平成26年版 選挙管理委員会年報,official_data,official_administrative,2015,2015,2015,pref.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S249,きちきちニュースレター Vol.6（島ぐるみ会議結成）,organization_report,organization_hosted,2014,2014,2014,ywca.or.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E3,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S250,翁長那覇市長に保革双方が出馬を要請,local_news,media,2014,2014,2014,qab.co.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E3,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S251,翁長さんで新基地阻止／女性団体が出馬要請,party_news,media,2014,2014,2014,jcp.or.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html,E2,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S252,『新基地ノー』心一つ／沖縄知事選 女性29団体が集会,party_news,media,2014,2014,2014,jcp.or.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html,E2,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S253,第1回「ゆんたく」から始まった、沖縄・若者の抵抗（元山 仁士郎）,community_site,media,2015,2015,2015,magazine9.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E3,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S254,談話：沖縄県知事選で圧勝の民意に応え、ただちに新基地建設中止を,organization_statement,organization_hosted,2014,2014,2014,shinfujin.gr.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S255,平成30年沖縄県知事選挙 特設ページ,official_data,official_administrative,2018,2018,2018,pref.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,text/html,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S256,『知事、頑張れ』緊急集会で撤回表明に喜びと決意,local_news,media,2018,2018,2018,ryukyushimpo.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E3,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S257,8.11県民大会（辺野古新基地建設断念要求）,organization_event_record,organization_hosted,2018,2018,2018,all-okinawa.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S258,沖縄県知事選 出遅れ危機感「結束優先」 玉城氏、出馬要請受諾,local_news,media,2018,2018,2018,ryukyushimpo.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E3,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S259,主体的な主権者教育を育むための一考察―#みんなごと実践記録,academic_article,academic_secondary,2019,2019,2019,jstage.jst.go.jp,no,no,yes,no,likely_japanese_title,no,no,archived,application/pdf;charset=UTF-8,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S260,声明：沖縄県知事選挙で歴史的勝利！新基地建設はただちに中止を,organization_statement,organization_hosted,2018,2018,2018,shinfujin.gr.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S261,【特設ページ】令和4年沖縄県知事選挙及び沖縄県議会議員補欠選挙,official_data,official_administrative,2022,2022,2022,pref.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,text/html,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S262,沖縄県知事選、女性団体有志が玉城氏に出馬要請,local_news,media,2022,2022,2022,ryukyushimpo.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E3,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S263,全国の連帯で平和な沖縄 沖縄県知事選集会ひらく,organization_action_record,organization_hosted,2022,2022,2022,min-iren.gr.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S264,7月30日オンライン配信『復帰50年！新たな基地負担を許さない県民大会』,organization_event_record,organization_hosted,2022,2022,2022,all-okinawa.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S265,「知事選を前にいい発信ができた」と玉城デニー氏の与党 野党は一蹴「県民大会ではなく決起集会」,local_news,media,2022,2022,2022,okinawatimes.co.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=utf-8,E3,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S266,沖縄県知事選挙―二度と戦場にしない平和で誇りある豊かな沖縄を,organization_statement,organization_hosted,2022,2022,2022,shinfujin.gr.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S267,候補者アンケートを基に沖縄知事選の争点考える,local_news,media,2022,2022,2022,ryukyushimpo.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E3,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S268,優しい県政 デニーさんと／沖縄知事選必勝へ女性集会,party_news,media,2022,2022,2022,jcp.or.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html,E2,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S269,地下水の危機とは？,organization_site,organization_hosted,2026,2026,2026,miyakojima-tikasui.com,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html,E3,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S270,水道水源保全区域を宮古島市全域に拡大する理由,organization_program_document,organization_hosted,2021,2021,2021,miyakojima-tikasui.com,yes,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E3,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S271,宮古島地下水研究会の見解に対する回答書,local_official,official_administrative,2023,2023,2023,city.miyakojima.lg.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S272,宮古島の地下水施策 市長選立候補予定者の回答公表,local_news,media,2020,2020,2020,ryukyushimpo.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E3,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S273,宜野湾市議会 福祉教育常任委員会審査記録（請願第1号）,official_legislative_record,official_administrative,2023,2023,2023,city.ginowan.lg.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S274,有機フッ素化合物PFOS及びPFOA汚染の対策を求める意見書,official_legislative_record,official_administrative,2022,2022,2022,city.ginowan.lg.jp,no,yes,no,yes,likely_japanese_title,yes,no,archived,application/pdf,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S275,学校敷地から化学物質PFOS 沖縄米軍基地に隣接 米基準の29倍,news,media,2022,2022,2022,asahi.com,no,no,yes,no,likely_japanese_title,no,no,archived,text/html;charset=UTF-8,E3,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S276,米軍PFAS汚染で血液検査を要請 宜野湾ちゅら水会,local_news,media,2021,2021,2021,ryukyushimpo.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E3,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S277,PFAS汚染 米軍との意見交換に市民の参加を,local_news,media,2023,2023,2023,ryukyushimpo.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E3,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S278,泡が消えた後に残った白い粉からPFAS検出 宜野湾市のマンホール,news,media,2026,2026,2026,newsdig.tbs.co.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=utf-8,E3,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S279,沖縄の米軍基地PFAS汚染／周辺住民の健康放置 地位協定などを議論／全国交流集会,party_news,media,2026,2026,2026,jcp.or.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E3,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S280,新婦人の紹介,organization_website,organization_hosted,2026,2026,2026,shinfujin.gr.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S281,沖縄米兵少女暴行事件とその隠蔽につよく抗議し根本的対策を求める要請,organization_statement,organization_hosted,2024,2024,2024,shinfujin.gr.jp,yes,yes,no,yes,likely_japanese_title,yes,no,archived,application/pdf,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S282,沖縄県行政記録 平成20年,prefectural_official,official_administrative,2008,2008,2008,pref.okinawa.lg.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,human_revised,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S283,沖縄県民投票条例へ 新婦人が署名開始,party_news,media,2018,2018,2018,jcp.or.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html,E3,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S284,中央労働委員会命令書 沖縄セメント工業事件,legal_source,legal_procedural,2014,2014,2014,mhlw.go.jp,no,yes,no,yes,likely_japanese_title,yes,no,archived,application/pdf,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
