actor_id,actor_name,actor_class,analysis_family,origin_type,origin_bucket,legal_status_guess,legal_formality_bucket,actor_evidence_level,actor_review_status,linked_source_count,linked_source_ids,unresolved_reference_count,unresolved_reference_tokens,source_crosswalk_status,registry_source_count,actor_issue_support_source_count,strict_triple_source_count,event_source_count,case_role_source_count,typed_dyadic_source_count,non_issue_linked_source_count,non_strict_triple_linked_source_count,non_event_linked_source_count,non_case_role_linked_source_count,non_typed_dyadic_linked_source_count,non_big3_linked_source_count,source_channel_count,source_channels,source_domain_count,archive_success_count,archive_failure_or_skip_count,archive_success_share,organization_hosted_trace_candidate,own_website_status,official_administrative_trace,external_media_or_academic_trace,legal_procedural_trace,english_title_trace,japanese_title_trace,multilingual_title_trace,language_capacity_status,document_year_min,document_year_max,document_record_span_years,lifecycle_status,lifespan_status,documentation_trace_feature_count_0to7,documentation_trace_stratum,registry_trace_stratum,active_actor_issue_degree,e3plus_actor_issue_degree,reviewed_actor_issue_degree,candidate_actor_issue_degree,active_actor_issue_betweenness,e3plus_actor_issue_betweenness,reviewed_actor_issue_betweenness,candidate_actor_issue_betweenness,active_issue_frame_count,s004_only_actor_issue_edge_count,strict_triple_row_count,strict_unique_place_issue_pair_count,strict_unique_shared_source_count,human_checked_event_degree,human_checked_event_betweenness,accepted_case_degree,accepted_case_betweenness,substantive_case_role_count,reviewed_typed_dyadic_degree,reviewed_typed_dyadic_betweenness,graph_object_boundary,research_status,display_tier,claim_status,review_status,frontend_eligibility,interpretation_limit
A097,宮古島環境クラブ,local_civic_actor,冲绳本地公民行动,okinawa_local,okinawa_local,informal_association,informal_unclear_or_program,E4,ai_seeded,1,S114,0,,resolved_s_sources,1,0,0,0,0,0,1,1,1,1,1,1,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2026,2026,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A098,特定非営利活動法人宮古島海の環境ネットワーク,local_npo,冲绳本地公民行动,okinawa_local,okinawa_local,NPO法人,formal_or_incorporated_guess,E4,ai_seeded,1,S115,0,,resolved_s_sources,1,0,0,0,0,0,1,1,1,1,1,1,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2026,2026,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A099,有機フッ素化合物（PFAS）汚染から市民の生命を守る連絡会,citizen_network,冲绳本地公民行动,okinawa_local,okinawa_local,informal_network,informal_unclear_or_program,E4,ai_seeded,2,S116;S117,0,,resolved_s_sources,2,0,0,0,0,0,2,2,2,2,2,2,2,official_administrative;organization_hosted,2,1,1,0.5,yes,not_measured_actor_owner_crosswalk_missing,yes,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2026,2026,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,3,moderate_2to3,moderate_2to3,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A100,ミサイル配備から命を守るうるま市民の会,citizen_group,冲绳本地公民行动,okinawa_local,okinawa_local,informal_association,informal_unclear_or_program,E4,ai_seeded,2,S118;S119,0,,resolved_s_sources,2,0,0,0,0,0,2,2,2,2,2,2,2,media;official_administrative,2,1,1,0.5,no,not_measured_actor_owner_crosswalk_missing,yes,yes,no,no,yes,no,not_measured_title_language_is_only_a_trace,2026,2026,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,3,moderate_2to3,moderate_2to3,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A101,沖縄・琉球弧の声を届ける会,citizen_network,冲绳本地公民行动,okinawa_local,okinawa_local,informal_network,informal_unclear_or_program,E4,ai_seeded,1,S120,0,,resolved_s_sources,1,0,0,0,0,0,1,1,1,1,1,1,1,organization_hosted,1,0,1,0.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2026,2026,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A102,全国公害弁護団連絡会議,lawyers_network,法律／制度程序,japan_domestic,nonlocal_or_institutional,lawyers_network,informal_unclear_or_program,E4,human_checked,1,S121,0,,resolved_s_sources,1,1,0,0,0,0,0,1,1,1,1,1,1,organization_hosted,1,1,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2026,2026,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,4,4,4,0,0.00463365,0.00472238,0.02937748,0.0,3,0,0,0,0,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A103,全国基地爆音訴訟原告団連絡会議,citizen_network,冲绳本地公民行动,japan_domestic,nonlocal_or_institutional,informal_network,informal_unclear_or_program,E4,human_checked,2,S122;S123,0,,resolved_s_sources,2,2,0,0,0,2,0,2,2,2,0,2,2,organization_hosted;other,1,2,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,yes,no,yes,no,not_measured_title_language_is_only_a_trace,2026,2026,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,2,moderate_2to3,moderate_2to3,4,4,4,0,0.0103401,0.01064627,0.06710563,0.0,3,0,0,0,0,0,0.0,0,0.0,0,2,0.04395604,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A104,普天間基地爆音訴訟弁護団,lawyers_network,法律／制度程序,okinawa_local,okinawa_local,litigation_team,informal_unclear_or_program,E4,human_checked,1,S124,0,,resolved_s_sources,1,1,0,0,0,1,0,1,1,1,0,1,1,legal_procedural,1,1,0,1.0,no,not_measured_actor_owner_crosswalk_missing,no,no,yes,no,yes,no,not_measured_title_language_is_only_a_trace,2026,2026,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,1,thin_0to1,thin_0to1,4,4,4,0,0.0103401,0.01064627,0.06710563,0.0,3,0,0,0,0,0,0.0,0,0.0,0,1,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A105,日本YWCA,womens_organization,女性／人权／社区,japan_domestic,nonlocal_or_institutional,public_interest_foundation,formal_or_incorporated_guess,E4,human_checked,3,S125;S144;S145,0,,resolved_s_sources,1,1,0,0,0,2,2,3,3,3,1,3,1,organization_hosted,1,3,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2022,2026,4,not_measured,not_measured_record_span_is_not_organizational_lifespan,2,moderate_2to3,thin_0to1,4,4,4,0,0.00992346,0.01017537,0.05952416,0.0,2,0,0,0,0,0,0.0,0,0.0,0,1,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A106,辺野古の海を土砂で埋めるな！首都圏連絡会,citizen_network,冲绳本地公民行动,japan_domestic,nonlocal_or_institutional,informal_network,informal_unclear_or_program,E4,human_checked,2,S126;S127,0,,resolved_s_sources,2,2,0,0,0,0,0,2,2,2,2,2,1,organization_hosted,2,2,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,no,no,no,yes,no,not_measured_title_language_is_only_a_trace,2026,2026,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,2,moderate_2to3,moderate_2to3,4,4,4,0,0.01959483,0.02003642,0.04561579,0.0,3,0,0,0,0,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A107,沖縄YWCA,womens_organization,女性／人权／社区,okinawa_local,okinawa_local,association_or_regional_ywca,informal_unclear_or_program,E3,human_checked,3,S144;S145;S295,0,,resolved_s_sources,2,2,2,0,0,2,1,1,3,3,1,3,2,media;organization_hosted,2,3,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,yes,no,no,yes,no,not_measured_title_language_is_only_a_trace,2016,2026,10,not_measured,not_measured_record_span_is_not_organizational_lifespan,4,moderate_2to3,moderate_2to3,4,4,4,0,0.00976986,0.00996432,0.05744854,0.0,2,0,2,1,2,0,0.0,0,0.0,0,1,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A108,沖縄を再び戦場にさせない県民の会,citizen_network,冲绳本地公民行动,okinawa_local,okinawa_local,informal_network,informal_unclear_or_program,E4,human_checked,3,S146;S147;S148,0,,resolved_s_sources,3,3,3,1,0,0,0,0,2,3,3,3,2,media;organization_hosted,3,2,1,0.667,yes,not_measured_actor_owner_crosswalk_missing,no,yes,no,no,yes,no,not_measured_title_language_is_only_a_trace,2023,2023,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,3,moderate_2to3,moderate_2to3,4,4,4,0,0.02076952,0.02120245,0.10465116,0.0,2,0,9,3,3,1,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A109,第4次嘉手納基地爆音差止訴訟弁護団,lawyers_network,法律／制度程序,okinawa_local,okinawa_local,litigation_team,informal_unclear_or_program,E4,human_checked,4,S149;S150;S151;S152,0,,resolved_s_sources,4,4,2,1,0,3,0,2,3,4,1,4,3,legal_procedural;media;organization_hosted,4,3,1,0.75,yes,not_measured_actor_owner_crosswalk_missing,no,yes,yes,no,yes,no,not_measured_title_language_is_only_a_trace,2022,2026,4,not_measured,not_measured_record_span_is_not_organizational_lifespan,5,dense_4plus,dense_4plus,4,4,4,0,0.0103401,0.01064627,0.06710563,0.0,3,0,8,4,2,1,0.0,0,0.0,0,1,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A110,辺野古に基地を絶対つくらせない大阪行動,citizen_group,冲绳本地公民行动,japan_domestic,nonlocal_or_institutional,informal_association,informal_unclear_or_program,E3,human_checked,2,S153;S154,0,,resolved_s_sources,2,2,2,0,0,0,0,0,2,2,2,2,2,media;organization_hosted,2,1,1,0.5,yes,not_measured_actor_owner_crosswalk_missing,no,yes,no,no,yes,no,not_measured_title_language_is_only_a_trace,2014,2026,12,not_measured,not_measured_record_span_is_not_organizational_lifespan,4,moderate_2to3,moderate_2to3,4,4,4,0,0.01306748,0.01336624,0.05591093,0.0,2,0,4,2,2,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A111,沖縄県女性団体連絡協議会,womens_organization,女性／人权／社区,okinawa_local,okinawa_local,informal_network,informal_unclear_or_program,E4,human_checked,6,S200;S201;S206;S207;S208;S209,0,,resolved_s_sources,6,2,2,1,0,0,4,4,5,6,6,6,3,media;official_administrative;organization_hosted,5,6,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,yes,yes,no,no,yes,no,not_measured_title_language_is_only_a_trace,2004,2024,20,not_measured,not_measured_record_span_is_not_organizational_lifespan,5,dense_4plus,dense_4plus,4,4,4,0,0.00976986,0.00996432,0.05744854,0.0,2,0,2,1,2,1,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A112,宮古島地下水研究会,citizen_group,冲绳本地公民行动,okinawa_local,okinawa_local,informal_association,informal_unclear_or_program,E4,human_checked,6,S158;S204;S269;S270;S271;S272,0,,resolved_s_sources,6,5,3,0,0,0,1,3,6,6,6,6,3,media;official_administrative;organization_hosted,3,6,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,yes,yes,no,no,yes,no,not_measured_title_language_is_only_a_trace,2020,2026,6,not_measured,not_measured_record_span_is_not_organizational_lifespan,5,dense_4plus,dense_4plus,4,4,0,4,0.00545231,0.00545351,0.0,0.00886452,2,0,4,3,3,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A113,宜野湾ちゅら水会,citizen_group,冲绳本地公民行动,okinawa_local,okinawa_local,informal,informal_unclear_or_program,E4,human_checked,7,S273;S274;S275;S276;S277;S278;S279,0,,resolved_s_sources,7,6,5,0,0,0,1,2,7,7,7,7,2,media;official_administrative,5,7,0,1.0,no,not_measured_actor_owner_crosswalk_missing,yes,yes,yes,no,yes,no,not_measured_title_language_is_only_a_trace,2021,2026,5,not_measured,not_measured_record_span_is_not_organizational_lifespan,5,dense_4plus,dense_4plus,5,5,0,5,0.02134087,0.02182462,0.0,0.03896353,3,0,19,9,5,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A114,全日本港湾労働組合沖縄地方本部,labor_union,劳工／教育组织,okinawa_local,okinawa_local,labor_union,informal_unclear_or_program,E4,human_checked,6,S284;S285;S286;S287;S288;S289,0,,resolved_s_sources,6,4,2,0,0,0,2,4,6,6,6,6,4,legal_procedural;media;official_administrative;organization_hosted,6,6,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,yes,yes,yes,no,yes,no,not_measured_title_language_is_only_a_trace,2014,2026,12,not_measured,not_measured_record_span_is_not_organizational_lifespan,6,dense_4plus,dense_4plus,5,5,0,5,0.03995516,0.03757942,0.0,0.05710286,3,0,4,2,2,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
A115,新日本婦人の会沖縄県本部,womens_organization,女性／人权／社区,okinawa_local,okinawa_local,informal_association,informal_unclear_or_program,E4,human_checked,5,S254;S280;S281;S282;S283,0,,resolved_s_sources,5,5,1,0,0,0,0,4,5,5,5,5,3,media;official_administrative;organization_hosted,3,5,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,yes,yes,yes,no,yes,no,not_measured_title_language_is_only_a_trace,2008,2026,18,not_measured,not_measured_record_span_is_not_organizational_lifespan,6,dense_4plus,dense_4plus,5,5,0,5,0.01766221,0.01807594,0.0,0.04574858,3,0,2,2,1,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
X001,USO Okinawa,base_community_service_actor,基地社区服务／慈善,us_origin,nonlocal_or_institutional,not_for_profit,informal_unclear_or_program,E3,ai_seeded,4,S053;S077;S097;S098,1,X001,unresolved_legacy_token,0,0,0,0,0,4,4,4,4,4,0,4,2,media;organization_hosted,2,4,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,yes,no,yes,no,no,not_measured_title_language_is_only_a_trace,2020,2026,6,not_measured,not_measured_record_span_is_not_organizational_lifespan,5,dense_4plus,thin_0to1,2,2,0,2,0.00147638,0.00152381,0.0,0.00232964,1,0,0,0,0,0,0.0,0,0.0,0,3,0.06593407,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
X002,Phoenix Corporation / Phoenix Park Hotel,local_business_sponsor,资助／赞助／公共机构,corporate,nonlocal_or_institutional,company,informal_unclear_or_program,E4,ai_seeded,0,,1,X002,unresolved_legacy_token,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,no,not_measured_actor_owner_crosswalk_missing,no,no,no,no,no,no,not_measured_title_language_is_only_a_trace,,,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,0,thin_0to1,thin_0to1,1,1,0,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
X003,American Engineering Corporation AEC,corporate_sponsor,资助／赞助／公共机构,corporate,nonlocal_or_institutional,company,informal_unclear_or_program,E3,ai_seeded,2,S097;S098,1,X003,unresolved_legacy_token,0,0,0,0,0,2,2,2,2,2,0,2,2,media;organization_hosted,2,2,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,yes,no,yes,no,no,not_measured_title_language_is_only_a_trace,2026,2026,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,4,moderate_2to3,thin_0to1,1,1,0,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0,0.0,0,1,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
X004,American Welfare & Works Association (AWWA / 米国福祉事業協会),base_spouse_charity_network,基地社区服务／慈善,us_origin,nonlocal_or_institutional,registered_nonprofit（EIN 98-0227149 pending Form 990 check）,formal_or_incorporated_guess,E4,human_revised,10,S041;S055;S072;S073;S074;S075;S077;S078;S079;S081,0,,resolved_s_sources,6,5,3,0,0,7,5,7,10,10,3,10,4,funding_nonprofit_record;media;official_administrative;organization_hosted,9,9,1,0.9,yes,not_measured_actor_owner_crosswalk_missing,yes,yes,no,yes,no,no,not_measured_title_language_is_only_a_trace,2009,2026,17,not_measured,not_measured_record_span_is_not_organizational_lifespan,6,dense_4plus,dense_4plus,2,2,2,0,0.00147638,0.00152381,0.00528541,0.0,1,0,5,2,3,0,0.0,0,0.0,0,7,0.1978022,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
X005,Naval Officers' Spouses' Club of Okinawa NOSCO,base_spouse_club,基地社区服务／慈善,us_origin,nonlocal_or_institutional,club/private_org,informal_unclear_or_program,E4,human_checked,3,S041;S055;S072,0,,resolved_s_sources,1,1,1,0,0,3,2,2,3,3,0,3,2,official_administrative;organization_hosted,3,3,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,yes,no,no,yes,no,no,not_measured_title_language_is_only_a_trace,2012,2026,14,not_measured,not_measured_record_span_is_not_organizational_lifespan,5,moderate_2to3,thin_0to1,1,1,1,0,0.0,0.0,0.0,0.0,1,0,1,1,1,0,0.0,0,0.0,0,1,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
X006,Kadena Officers' Spouses' Club KOSC,base_spouse_club,基地社区服务／慈善,us_origin,nonlocal_or_institutional,registered_nonprofit（EIN 98-0214323）,formal_or_incorporated_guess,E4,human_checked,5,S041;S055;S072;S075;S076,0,,resolved_s_sources,2,2,2,0,0,4,3,3,5,5,1,5,3,funding_nonprofit_record;official_administrative;organization_hosted,5,5,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,yes,no,no,yes,no,no,not_measured_title_language_is_only_a_trace,2012,2026,14,not_measured,not_measured_record_span_is_not_organizational_lifespan,5,dense_4plus,moderate_2to3,1,1,1,0,0.0,0.0,0.0,0.0,1,0,2,1,2,0,0.0,0,0.0,0,2,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
X007,Okinawa Enlisted Spouses' Club (OESC),base_spouse_club,基地社区服务／慈善,us_origin,nonlocal_or_institutional,501c3（EIN 98-0346507）,informal_unclear_or_program,E4,human_checked,4,S041;S053;S054;S055,0,,resolved_s_sources,3,2,2,0,0,3,2,2,4,4,1,4,3,funding_nonprofit_record;media;organization_hosted,4,4,0,1.0,yes,not_measured_actor_owner_crosswalk_missing,no,yes,no,yes,no,no,not_measured_title_language_is_only_a_trace,2024,2026,2,not_measured,not_measured_record_span_is_not_organizational_lifespan,4,dense_4plus,moderate_2to3,1,1,1,0,0.0,0.0,0.0,0.0,1,0,2,1,2,0,0.0,0,0.0,0,2,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
X008,American Red Cross Okinawa,base_community_service_actor,基地社区服务／慈善,us_origin,nonlocal_or_institutional,nonprofit_or_base_office,formal_or_incorporated_guess,E4,ai_seeded,0,,1,X008,unresolved_legacy_token,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,no,not_measured_actor_owner_crosswalk_missing,no,no,no,no,no,no,not_measured_title_language_is_only_a_trace,,,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,0,thin_0to1,thin_0to1,1,1,0,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
X009,Navy-Marine Corps Relief Society Okinawa,base_community_service_actor,基地社区服务／慈善,us_origin,nonlocal_or_institutional,nonprofit_or_base_office,formal_or_incorporated_guess,E4,ai_seeded,0,,1,X009,unresolved_legacy_token,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,no,not_measured_actor_owner_crosswalk_missing,no,no,no,no,no,no,not_measured_title_language_is_only_a_trace,,,0,not_measured,not_measured_record_span_is_not_organizational_lifespan,0,thin_0to1,thin_0to1,1,1,0,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0,0.0,0,0,0.0,"actor_issue, event_incidence, typed_dyadic, case_role and strict_triple measures are separate and must not be summed or called one network centrality",research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
